,layer,pos,yes_prob,no_prob
151,13,8,0.003158863168209791,0.0026502530090510845
152,13,9,0.0037603715900331736,0.0036874159704893827
153,13,10,0.003388975514099002,0.0032776547595858574
154,14,0,0.003701417939737439,0.0037359772250056267
155,14,1,0.003701417939737439,0.0037359772250056267
156,14,2,0.003701417939737439,0.0037359772250056267
157,14,3,0.003701417939737439,0.0037359772250056267
158,14,4,0.003701417939737439,0.0037359772250056267
159,14,5,0.003701417939737439,0.0037359772250056267
160,14,6,0.0035821194760501385,0.0033760606311261654
161,14,7,0.002741372212767601,0.0027307611890137196
162,14,8,0.0031803781166672707,0.0026854395400732756
163,14,9,0.0037762662395834923,0.003712093224748969
164,14,10,0.00327081186696887,0.003176168305799365
165,15,0,0.003701417939737439,0.0037359772250056267
166,15,1,0.003701417939737439,0.0037359772250056267
167,15,2,0.003701417939737439,0.0037359772250056267
168,15,3,0.003701417939737439,0.0037359772250056267
169,15,4,0.003701417939737439,0.0037359772250056267
170,15,5,0.003701417939737439,0.0037359772250056267
171,15,6,0.003630527760833502,0.003354699583724141
172,15,7,0.0029734871350228786,0.0030281550716608763
173,15,8,0.003172612050548196,0.002802725648507476
174,15,9,0.003759701270610094,0.0037072377745062113
175,15,10,0.0030169482342898846,0.0028422470204532146
176,16,0,0.003701417939737439,0.0037359772250056267
177,16,1,0.003701417939737439,0.0037359772250056267
178,16,2,0.003701417939737439,0.0037359772250056267
179,16,3,0.003701417939737439,0.0037359772250056267
180,16,4,0.003701417939737439,0.0037359772250056267
181,16,5,0.003701417939737439,0.0037359772250056267
182,16,6,0.003850438166409731,0.0034650289453566074
183,16,7,0.003018667222931981,0.00312992581166327
184,16,8,0.0031753401271998882,0.0028307500761002302
185,16,9,0.003800146048888564,0.0037518420722335577
186,16,10,0.0030480842106044292,0.002912511583417654
187,17,0,0.003701417939737439,0.0037359772250056267
188,17,1,0.003701417939737439,0.0037359772250056267
189,17,2,0.003701417939737439,0.0037359772250056267
190,17,3,0.003701417939737439,0.0037359772250056267
191,17,4,0.003701417939737439,0.0037359772250056267
192,17,5,0.003701417939737439,0.0037359772250056267
193,17,6,0.0038201804272830486,0.0034723596181720495
194,17,7,0.0032074404880404472,0.0033227847889065742
195,17,8,0.003186045680195093,0.0029144766740500927
196,17,9,0.0037974321749061346,0.0037551973946392536
197,17,10,0.003093270817771554,0.003029112471267581
198,18,0,0.003701417939737439,0.0037359772250056267
199,18,1,0.003701417939737439,0.0037359772250056267
200,18,2,0.003701417939737439,0.0037359772250056267
201,18,3,0.003701417939737439,0.0037359772250056267
202,18,4,0.003701417939737439,0.0037359772250056267
203,18,5,0.003701417939737439,0.0037359772250056267
204,18,6,0.0037777249235659838,0.003465167945250869
205,18,7,0.0032542895060032606,0.003381893038749695
206,18,8,0.0031857003923505545,0.0029893536120653152
207,18,9,0.0037906207144260406,0.0037284104619175196
208,18,10,0.0030907492619007826,0.0029582318384200335
209,19,0,0.003701417939737439,0.0037359772250056267
210,19,1,0.003701417939737439,0.0037359772250056267
211,19,2,0.003701417939737439,0.0037359772250056267
212,19,3,0.003701417939737439,0.0037359772250056267
213,19,4,0.003701417939737439,0.0037359772250056267
214,19,5,0.003701417939737439,0.0037359772250056267
215,19,6,0.0038683959282934666,0.0035663002636283636
216,19,7,0.0033672896679490805,0.0034527177922427654
217,19,8,0.0031964080408215523,0.0030962543096393347
218,19,9,0.0037890837993472815,0.003727359464392066
219,19,10,0.0030861427076160908,0.0029755067080259323
220,20,0,0.003701417939737439,0.0037359772250056267
221,20,1,0.003701417939737439,0.0037359772250056267
222,20,2,0.003701417939737439,0.0037359772250056267
223,20,3,0.003701417939737439,0.0037359772250056267
224,20,4,0.003701417939737439,0.0037359772250056267
225,20,5,0.003701417939737439,0.0037359772250056267
226,20,6,0.003863102523609996,0.003584471298381686
227,20,7,0.0035677356645464897,0.0036902637220919132
228,20,8,0.003379097208380699,0.0033356202766299248
229,20,9,0.00383366527967155,0.0037563559599220753
230,20,10,0.003079112386330962,0.0031294780783355236
231,21,0,0.003701417939737439,0.0037359772250056267
232,21,1,0.003701417939737439,0.0037359772250056267
233,21,2,0.003701417939737439,0.0037359772250056267
234,21,3,0.003701417939737439,0.0037359772250056267
235,21,4,0.003701417939737439,0.0037359772250056267
236,21,5,0.003701417939737439,0.0037359772250056267
237,21,6,0.0038310158997774124,0.0035346325021237135
238,21,7,0.003582191653549671,0.003691974561661482
239,21,8,0.0034963355865329504,0.0034432446118444204
240,21,9,0.0038549029268324375,0.003770099487155676
241,21,10,0.0030003669671714306,0.0028520424384623766
242,22,0,0.003701417939737439,0.0037359772250056267
243,22,1,0.003701417939737439,0.0037359772250056267
244,22,2,0.003701417939737439,0.0037359772250056267
245,22,3,0.003701417939737439,0.0037359772250056267
246,22,4,0.003701417939737439,0.0037359772250056267
247,22,5,0.003701417939737439,0.0037359772250056267
248,22,6,0.0038730246014893055,0.0036151513922959566
249,22,7,0.0035322620533406734,0.0036261454224586487
250,22,8,0.003720085369423032,0.0036937203258275986
251,22,9,0.0038986823055893183,0.003802417777478695
252,22,10,0.0034190919250249863,0.003258381737396121
253,23,0,0.003701417939737439,0.0037359772250056267
254,23,1,0.003701417939737439,0.0037359772250056267
255,23,2,0.003701417939737439,0.0037359772250056267
256,23,3,0.003701417939737439,0.0037359772250056267
257,23,4,0.003701417939737439,0.0037359772250056267
258,23,5,0.003701417939737439,0.0037359772250056267
259,23,6,0.003949468489736319,0.0036663175560534
260,23,7,0.0035358706954866648,0.0036257761530578136
261,23,8,0.003753282595425844,0.003649441758170724
262,23,9,0.00385935022495687,0.0037747209426015615
263,23,10,0.0034517538733780384,0.0032151201739907265
264,24,0,0.003701417939737439,0.0037359772250056267
265,24,1,0.003701417939737439,0.0037359772250056267
266,24,2,0.003701417939737439,0.0037359772250056267
267,24,3,0.003701417939737439,0.0037359772250056267
268,24,4,0.003701417939737439,0.0037359772250056267
269,24,5,0.003701417939737439,0.0037359772250056267
270,24,6,0.004002154804766178,0.0036568131763488054
271,24,7,0.0036400773096829653,0.003675103420391679
272,24,8,0.0037572295404970646,0.0037680899258702993
273,24,9,0.0038079312071204185,0.0037342202849686146
274,24,10,0.003618833841755986,0.0033184033818542957
275,25,0,0.003701417939737439,0.0037359772250056267
276,25,1,0.003701417939737439,0.0037359772250056267
277,25,2,0.003701417939737439,0.0037359772250056267
278,25,3,0.003701417939737439,0.0037359772250056267
279,25,4,0.003701417939737439,0.0037359772250056267
280,25,5,0.003701417939737439,0.0037359772250056267
281,25,6,0.003912999294698238,0.0036241186317056417
282,25,7,0.0036504147574305534,0.0037326966412365437
283,25,8,0.0037003541365265846,0.0036647641099989414
284,25,9,0.0037992626894265413,0.0037476783618330956
285,25,10,0.00377127667888999,0.0034624116960912943
286,26,0,0.003701417939737439,0.0037359772250056267
287,26,1,0.003701417939737439,0.0037359772250056267
288,26,2,0.003701417939737439,0.0037359772250056267
289,26,3,0.003701417939737439,0.0037359772250056267
290,26,4,0.003701417939737439,0.0037359772250056267
291,26,5,0.003701417939737439,0.0037359772250056267
292,26,6,0.003834589384496212,0.003679960034787655
293,26,7,0.0036670947447419167,0.003731333650648594
294,26,8,0.0037779598496854305,0.003817708231508732
295,26,9,0.003795493394136429,0.0037494327407330275
296,26,10,0.0036748016718775034,0.003207860980182886
297,27,0,0.003701417939737439,0.0037359772250056267
298,27,1,0.003701417939737439,0.0037359772250056267
299,27,2,0.003701417939737439,0.0037359772250056267
300,27,3,0.003701417939737439,0.0037359772250056267
301,27,4,0.003701417939737439,0.0037359772250056267
302,27,5,0.003701417939737439,0.0037359772250056267
303,27,6,0.0038911495357751846,0.0037314887158572674
304,27,7,0.003701383015140891,0.003750174306333065
305,27,8,0.0037946223746985197,0.003768230089917779
306,27,9,0.003826981410384178,0.003762673120945692
307,27,10,0.0037511729169636965,0.0031914522405713797
308,28,0,0.003701417939737439,0.0037359772250056267
309,28,1,0.003701417939737439,0.0037359772250056267
310,28,2,0.003701417939737439,0.0037359772250056267
311,28,3,0.003701417939737439,0.0037359772250056267
312,28,4,0.003701417939737439,0.0037359772250056267
313,28,5,0.003701417939737439,0.0037359772250056267
314,28,6,0.0039579556323587894,0.0037979474291205406
315,28,7,0.0037397698033601046,0.0037579459603875875
316,28,8,0.0037854621186852455,0.0037783009465783834
317,28,9,0.003840732155367732,0.0037936123553663492
318,28,10,0.0038106259889900684,0.0033757570199668407
319,29,0,0.003701417939737439,0.0037359772250056267
320,29,1,0.003701417939737439,0.0037359772250056267
321,29,2,0.003701417939737439,0.0037359772250056267
322,29,3,0.003701417939737439,0.0037359772250056267
323,29,4,0.003701417939737439,0.0037359772250056267
324,29,5,0.003701417939737439,0.0037359772250056267
325,29,6,0.0038994846399873495,0.003769666887819767
326,29,7,0.0037102513015270233,0.0037263608537614346
327,29,8,0.0038237518165260553,0.003788112662732601
328,29,9,0.0038501061499118805,0.0037957951426506042
329,29,10,0.004016826394945383,0.0033543778117746115
330,30,0,0.003701417939737439,0.0037359772250056267
331,30,1,0.003701417939737439,0.0037359772250056267
332,30,2,0.003701417939737439,0.0037359772250056267
333,30,3,0.003701417939737439,0.0037359772250056267
334,30,4,0.003701417939737439,0.0037359772250056267
335,30,5,0.003701417939737439,0.0037359772250056267
336,30,6,0.0038510749582201242,0.0037625913973897696
337,30,7,0.003759213024750352,0.0037586214020848274
338,30,8,0.003821983700618148,0.003763018175959587
339,30,9,0.003802074585109949,0.003760207910090685
340,30,10,0.0040845065377652645,0.0031857192516326904
341,31,0,0.003701417939737439,0.0037359772250056267
342,31,1,0.003701417939737439,0.0037359772250056267
343,31,2,0.003701417939737439,0.0037359772250056267
344,31,3,0.003701417939737439,0.0037359772250056267
345,31,4,0.003701417939737439,0.0037359772250056267
346,31,5,0.003701417939737439,0.0037359772250056267
347,31,6,0.003820932237431407,0.003760708263143897
348,31,7,0.00380843342281878,0.00379364425316453
349,31,8,0.0038467543199658394,0.003809540066868067
350,31,9,0.003789207898080349,0.0037733663339167833
351,31,10,0.004570437595248222,0.003707630094140768
352,32,0,0.003701417939737439,0.0037359772250056267
353,32,1,0.003701417939737439,0.0037359772250056267
354,32,2,0.003701417939737439,0.0037359772250056267
355,32,3,0.003701417939737439,0.0037359772250056267
356,32,4,0.003701417939737439,0.0037359772250056267
357,32,5,0.003701417939737439,0.0037359772250056267
358,32,6,0.003751941490918398,0.0037043525371700525
359,32,7,0.003794010728597641,0.0037624973338097334
360,32,8,0.0038271243683993816,0.0037872004322707653
361,32,9,0.0037636940833181143,0.0037461044266819954
362,32,10,0.004226342774927616,0.0034457871224731207
363,33,0,0.003701417939737439,0.0037359772250056267
364,33,1,0.003701417939737439,0.0037359772250056267
365,33,2,0.003701417939737439,0.0037359772250056267
366,33,3,0.003701417939737439,0.0037359772250056267
367,33,4,0.003701417939737439,0.0037359772250056267
368,33,5,0.003701417939737439,0.0037359772250056267
369,33,6,0.003719981759786606,0.0036922788713127375
370,33,7,0.0037554590962827206,0.003700308734551072
371,33,8,0.003841223195195198,0.003777759848162532
372,33,9,0.0037750336341559887,0.003736404934898019
373,33,10,0.0045768809504806995,0.0038165345322340727
374,34,0,0.003701417939737439,0.0037359772250056267
375,34,1,0.003701417939737439,0.0037359772250056267
376,34,2,0.003701417939737439,0.0037359772250056267
377,34,3,0.003701417939737439,0.0037359772250056267
378,34,4,0.003701417939737439,0.0037359772250056267
379,34,5,0.003701417939737439,0.0037359772250056267
380,34,6,0.0036922632716596127,0.003693634644150734
381,34,7,0.003794643562287092,0.0037307681050151587
382,34,8,0.0038315695710480213,0.003771076910197735
383,34,9,0.003783558029681444,0.0037480094470083714
384,34,10,0.004682845901697874,0.004090579226613045
385,35,0,0.003701417939737439,0.0037359772250056267
386,35,1,0.003701417939737439,0.0037359772250056267
387,35,2,0.003701417939737439,0.0037359772250056267
388,35,3,0.003701417939737439,0.0037359772250056267
389,35,4,0.003701417939737439,0.0037359772250056267
390,35,5,0.003701417939737439,0.0037359772250056267
391,35,6,0.0036724957171827555,0.0037046081852167845
392,35,7,0.003760894760489464,0.003707721596583724
393,35,8,0.003826894797384739,0.0037672838661819696
394,35,9,0.0037694417405873537,0.003737020306289196
395,35,10,0.005249899346381426,0.0043906839564442635
396,36,0,0.003701417939737439,0.0037359772250056267
397,36,1,0.003701417939737439,0.0037359772250056267
398,36,2,0.003701417939737439,0.0037359772250056267
399,36,3,0.003701417939737439,0.0037359772250056267
400,36,4,0.003701417939737439,0.0037359772250056267
401,36,5,0.003701417939737439,0.0037359772250056267
402,36,6,0.0036759620998054743,0.003721396904438734
403,36,7,0.003733209799975157,0.003662110073491931
404,36,8,0.00377632025629282,0.0037097129970788956
405,36,9,0.0037547785323113203,0.0037147821858525276
406,36,10,0.005335832014679909,0.004651808179914951
407,37,0,0.003701417939737439,0.0037359772250056267
408,37,1,0.003701417939737439,0.0037359772250056267
409,37,2,0.003701417939737439,0.0037359772250056267
410,37,3,0.003701417939737439,0.0037359772250056267
411,37,4,0.003701417939737439,0.0037359772250056267
412,37,5,0.003701417939737439,0.0037359772250056267
413,37,6,0.0036648439709097147,0.0037215095944702625
414,37,7,0.0037316917441785336,0.0036722240038216114
415,37,8,0.0037601743824779987,0.003698197891935706
416,37,9,0.0037118077743798494,0.0037122752983123064
417,37,10,0.005212551448494196,0.0045816898345947266
418,38,0,0.003701417939737439,0.0037359772250056267
419,38,1,0.003701417939737439,0.0037359772250056267
420,38,2,0.003701417939737439,0.0037359772250056267
421,38,3,0.003701417939737439,0.0037359772250056267
422,38,4,0.003701417939737439,0.0037359772250056267
423,38,5,0.003701417939737439,0.0037359772250056267
424,38,6,0.003647382603958249,0.0037109858822077513
425,38,7,0.0037288228049874306,0.0036606821231544018
426,38,8,0.003744637593626976,0.0036905992310494184
427,38,9,0.003701552050188184,0.0037096943706274033
428,38,10,0.00481562502682209,0.004249324090778828
429,39,0,0.003701417939737439,0.0037359772250056267
430,39,1,0.003701417939737439,0.0037359772250056267
431,39,2,0.003701417939737439,0.0037359772250056267
432,39,3,0.003701417939737439,0.0037359772250056267
433,39,4,0.003701417939737439,0.0037359772250056267
434,39,5,0.003701417939737439,0.0037359772250056267
435,39,6,0.0037044936325401068,0.00375527236610651
436,39,7,0.0037238087970763445,0.003669490572065115
437,39,8,0.003719644621014595,0.003679134650155902
438,39,9,0.003682386828586459,0.0037084133364260197
439,39,10,0.004622167441993952,0.004299023654311895
440,40,0,0.003701417939737439,0.0037359772250056267
441,40,1,0.003701417939737439,0.0037359772250056267
442,40,2,0.003701417939737439,0.0037359772250056267
443,40,3,0.003701417939737439,0.0037359772250056267
444,40,4,0.003701417939737439,0.0037359772250056267
445,40,5,0.003701417939737439,0.0037359772250056267
446,40,6,0.0037217531353235245,0.003749421564862132
447,40,7,0.0037091460544615984,0.003687018994241953
448,40,8,0.003712691133841872,0.003693548496812582
449,40,9,0.003687686985358596,0.003718893276527524
450,40,10,0.004772361367940903,0.0042536077089607716
451,41,0,0.003701417939737439,0.0037359772250056267
452,41,1,0.003701417939737439,0.0037359772250056267
453,41,2,0.003701417939737439,0.0037359772250056267
454,41,3,0.003701417939737439,0.0037359772250056267
455,41,4,0.003701417939737439,0.0037359772250056267
456,41,5,0.003701417939737439,0.0037359772250056267
457,41,6,0.0037009608931839466,0.0037453938275575638
458,41,7,0.003705507144331932,0.0037106098607182503
459,41,8,0.003715942846611142,0.003696800908073783
460,41,9,0.0036867933813482523,0.0037228565197438
461,41,10,0.004789344966411591,0.00427039060741663
462,42,0,0.003701417939737439,0.0037359772250056267
463,42,1,0.003701417939737439,0.0037359772250056267
464,42,2,0.003701417939737439,0.0037359772250056267
465,42,3,0.003701417939737439,0.0037359772250056267
466,42,4,0.003701417939737439,0.0037359772250056267
467,42,5,0.003701417939737439,0.0037359772250056267
468,42,6,0.0037033483386039734,0.0037516772281378508
469,42,7,0.0037047737278044224,0.003720288397744298
470,42,8,0.00371799198910594,0.0037036414723843336
471,42,9,0.003692042315378785,0.00373337441124022
472,42,10,0.004700805060565472,0.004152574110776186
473,43,0,0.003701417939737439,0.0037359772250056267
474,43,1,0.003701417939737439,0.0037359772250056267
475,43,2,0.003701417939737439,0.0037359772250056267
476,43,3,0.003701417939737439,0.0037359772250056267
477,43,4,0.003701417939737439,0.0037359772250056267
478,43,5,0.003701417939737439,0.0037359772250056267
479,43,6,0.003714659484103322,0.0037611322477459908
480,43,7,0.003707502968609333,0.0037360789719969034
481,43,8,0.003717720275744796,0.003703000256791711
482,43,9,0.0036934297531843185,0.003733936697244644
483,43,10,0.004598505329340696,0.0040506599470973015
484,44,0,0.003701417939737439,0.0037359772250056267
485,44,1,0.003701417939737439,0.0037359772250056267
486,44,2,0.003701417939737439,0.0037359772250056267
487,44,3,0.003701417939737439,0.0037359772250056267
488,44,4,0.003701417939737439,0.0037359772250056267
489,44,5,0.003701417939737439,0.0037359772250056267
490,44,6,0.003724035806953907,0.0037426422350108624
491,44,7,0.003716008737683296,0.0037455607671290636
492,44,8,0.003719071391969919,0.0037138862535357475
493,44,9,0.0036903545260429382,0.003729102900251746
494,44,10,0.004601653199642897,0.004008487798273563
495,45,0,0.003701417939737439,0.0037359772250056267
496,45,1,0.003701417939737439,0.0037359772250056267
497,45,2,0.003701417939737439,0.0037359772250056267
498,45,3,0.003701417939737439,0.0037359772250056267
499,45,4,0.003701417939737439,0.0037359772250056267
500,45,5,0.003701417939737439,0.0037359772250056267
501,45,6,0.0037196967750787735,0.003746551228687167
502,45,7,0.003718717722222209,0.0037451847456395626
503,45,8,0.0037114224396646023,0.0037201950326561928
504,45,9,0.0036876765079796314,0.0037295531947165728
505,45,10,0.004302770830690861,0.003972942940890789
506,46,0,0.003701417939737439,0.0037359772250056267
507,46,1,0.003701417939737439,0.0037359772250056267
508,46,2,0.003701417939737439,0.0037359772250056267
509,46,3,0.003701417939737439,0.0037359772250056267
510,46,4,0.003701417939737439,0.0037359772250056267
511,46,5,0.003701417939737439,0.0037359772250056267
512,46,6,0.003717913990840316,0.0037369069177657366
513,46,7,0.0037221615202724934,0.003751603187993169
514,46,8,0.003718267660588026,0.003726234892383218
515,46,9,0.0036923761945217848,0.0037370852660387754
516,46,10,0.004382857587188482,0.003947497811168432
517,47,0,0.003701417939737439,0.0037359772250056267
518,47,1,0.003701417939737439,0.0037359772250056267
519,47,2,0.003701417939737439,0.0037359772250056267
520,47,3,0.003701417939737439,0.0037359772250056267
521,47,4,0.003701417939737439,0.0037359772250056267
522,47,5,0.003701417939737439,0.0037359772250056267
523,47,6,0.003715197090059519,0.003736755345016718
524,47,7,0.0037178928032517433,0.003748725401237607
525,47,8,0.00370327802374959,0.003717477899044752
526,47,9,0.0037085532676428556,0.0037435078993439674
527,47,10,0.004245482385158539,0.0039018504321575165
