,layer,pos,prob
164,23,3,0.9294220209121704
165,23,4,0.02985343523323536
166,23,5,0.028846008703112602
167,23,6,0.03392603620886803
168,24,0,0.0273883119225502
169,24,1,0.03475251421332359
170,24,2,0.028597207739949226
171,24,3,0.9099178314208984
172,24,4,0.029806774109601974
173,24,5,0.02974686026573181
174,24,6,0.05009530857205391
175,25,0,0.027451129630208015
176,25,1,0.03471939265727997
177,25,2,0.028895054012537003
178,25,3,0.8945023417472839
179,25,4,0.030021952465176582
180,25,5,0.029705258086323738
181,25,6,0.052026085555553436
182,26,0,0.027490047737956047
183,26,1,0.034381330013275146
184,26,2,0.029232747852802277
185,26,3,0.8790912628173828
186,26,4,0.02944144234061241
187,26,5,0.030006157234311104
188,26,6,0.06159783527255058
189,27,0,0.027575945481657982
190,27,1,0.03366440162062645
191,27,2,0.02937227487564087
192,27,3,0.8761127591133118
193,27,4,0.029044808819890022
194,27,5,0.030085956677794456
195,27,6,0.06929611414670944
196,28,0,0.027563143521547318
197,28,1,0.03362462297081947
198,28,2,0.029768548905849457
199,28,3,0.8451798558235168
200,28,4,0.029085876420140266
201,28,5,0.03077777475118637
202,28,6,0.08590707927942276
203,29,0,0.02749907225370407
204,29,1,0.03326639533042908
205,29,2,0.02940286323428154
206,29,3,0.7859106659889221
207,29,4,0.03322899341583252
208,29,5,0.04024680331349373
209,29,6,0.2698424160480499
210,30,0,0.027556920424103737
211,30,1,0.033677633851766586
212,30,2,0.02985728718340397
213,30,3,0.7479679584503174
214,30,4,0.036821652203798294
215,30,5,0.04821358248591423
216,30,6,0.4254789352416992
217,31,0,0.027444060891866684
218,31,1,0.03343483805656433
219,31,2,0.02820252627134323
220,31,3,0.6908420324325562
221,31,4,0.03539058193564415
222,31,5,0.04885419085621834
223,31,6,0.6375672221183777
224,32,0,0.027370616793632507
225,32,1,0.03329174220561981
226,32,2,0.02801397442817688
227,32,3,0.6312459111213684
228,32,4,0.03429713100194931
229,32,5,0.048200108110904694
230,32,6,0.643047034740448
231,33,0,0.02721274457871914
232,33,1,0.03230121359229088
233,33,2,0.028216451406478882
234,33,3,0.6015576124191284
235,33,4,0.035403601825237274
236,33,5,0.05200682580471039
237,33,6,0.7351614832878113
238,34,0,0.027057556435465813
239,34,1,0.03234896808862686
240,34,2,0.02814861573278904
241,34,3,0.5678126811981201
242,34,4,0.03610798344016075
243,34,5,0.05474225804209709
244,34,6,0.8040630221366882
245,35,0,0.027045205235481262
246,35,1,0.031683407723903656
247,35,2,0.02713766321539879
248,35,3,0.3415040969848633
249,35,4,0.0302321445196867
250,35,5,0.039145421236753464
251,35,6,0.8913753032684326
252,36,0,0.02709675393998623
253,36,1,0.03132208064198494
254,36,2,0.027005895972251892
255,36,3,0.189691960811615
256,36,4,0.029185445979237556
257,36,5,0.03771810978651047
258,36,6,0.9442891478538513
259,37,0,0.027038130909204483
260,37,1,0.031632669270038605
261,37,2,0.027240673080086708
262,37,3,0.18771560490131378
263,37,4,0.029191430658102036
264,37,5,0.03765468671917915
265,37,6,0.9419658184051514
266,38,0,0.026928527280688286
267,38,1,0.030494600534439087
268,38,2,0.027745375409722328
269,38,3,0.11191131174564362
270,38,4,0.02903471514582634
271,38,5,0.03743893653154373
272,38,6,0.9472045302391052
273,39,0,0.026852276176214218
274,39,1,0.029570745304226875
275,39,2,0.02745852619409561
276,39,3,0.09599310904741287
277,39,4,0.029412101954221725
278,39,5,0.03807343915104866
279,39,6,0.948789119720459
280,40,0,0.02682507410645485
281,40,1,0.030224809423089027
282,40,2,0.02729480341076851
283,40,3,0.08936392515897751
284,40,4,0.029481658712029457
285,40,5,0.03811394423246384
286,40,6,0.952121913433075
287,41,0,0.026779429987072945
288,41,1,0.0303716491907835
289,41,2,0.02746470645070076
290,41,3,0.09011394530534744
291,41,4,0.029791031032800674
292,41,5,0.03834811598062515
293,41,6,0.9492459297180176
294,42,0,0.026789484545588493
295,42,1,0.028760982677340508
296,42,2,0.02616272121667862
297,42,3,0.029231062158942223
298,42,4,0.02797755040228367
299,42,5,0.03871409595012665
300,42,6,0.9682695269584656
301,43,0,0.026684649288654327
302,43,1,0.027926666662096977
303,43,2,0.02623344399034977
304,43,3,0.02739904634654522
305,43,4,0.027860742062330246
306,43,5,0.0361926443874836
307,43,6,0.9698721170425415
308,44,0,0.02653655782341957
309,44,1,0.02824515849351883
310,44,2,0.026182062923908234
311,44,3,0.027183150872588158
312,44,4,0.02718961052596569
313,44,5,0.03057081811130047
314,44,6,0.9731922745704651
315,45,0,0.026518069207668304
316,45,1,0.028053032234311104
317,45,2,0.02600492350757122
318,45,3,0.02624264732003212
319,45,4,0.026846101507544518
320,45,5,0.027795393019914627
321,45,6,0.9750222563743591
322,46,0,0.02645300142467022
323,46,1,0.027120737358927727
324,46,2,0.025975706055760384
325,46,3,0.026432687416672707
326,46,4,0.026707114651799202
327,46,5,0.026671821251511574
328,46,6,0.9773321747779846
329,47,0,0.026176458224654198
330,47,1,0.026176458224654198
331,47,2,0.026176458224654198
332,47,3,0.026176458224654198
333,47,4,0.026176458224654198
334,47,5,0.026176458224654198
335,47,6,0.9763796925544739
