,layer,pos,prob
66,9,3,0.042601294815540314
67,9,4,0.02580742910504341
68,9,5,0.025890130549669266
69,9,6,0.02542111463844776
70,10,0,0.02328166924417019
71,10,1,0.0196340624243021
72,10,2,0.02806895785033703
73,10,3,0.028286591172218323
74,10,4,0.025853822007775307
75,10,5,0.026005692780017853
76,10,6,0.02548247016966343
77,11,0,0.025419918820261955
78,11,1,0.022745680063962936
79,11,2,0.02983584627509117
80,11,3,0.02928638458251953
81,11,4,0.02710869535803795
82,11,5,0.025902729481458664
83,11,6,0.02403106726706028
84,12,0,0.02618216536939144
85,12,1,0.0244577806442976
86,12,2,0.029732318595051765
87,12,3,0.03154807165265083
88,12,4,0.029652822762727737
89,12,5,0.02609965018928051
90,12,6,0.02386787347495556
91,13,0,0.026111891493201256
92,13,1,0.02525043673813343
93,13,2,0.026545777916908264
94,13,3,0.028559792786836624
95,13,4,0.030421635136008263
96,13,5,0.026670916005969048
97,13,6,0.026040976867079735
98,14,0,0.02615133859217167
99,14,1,0.024723690003156662
100,14,2,0.024847736582159996
101,14,3,0.02660057693719864
102,14,4,0.03075161762535572
103,14,5,0.027709411457180977
104,14,6,0.02701891027390957
105,15,0,0.026158122345805168
106,15,1,0.02521534636616707
107,15,2,0.025060530751943588
108,15,3,0.026832088828086853
109,15,4,0.030626261606812477
110,15,5,0.02825760282576084
111,15,6,0.028188375756144524
112,16,0,0.026152152568101883
113,16,1,0.02580409310758114
114,16,2,0.02658187597990036
115,16,3,0.0280295480042696
116,16,4,0.03139952942728996
117,16,5,0.028685934841632843
118,16,6,0.02834193967282772
119,17,0,0.02615237981081009
120,17,1,0.025404926389455795
121,17,2,0.025699134916067123
122,17,3,0.02755007892847061
123,17,4,0.033282339572906494
124,17,5,0.029855944216251373
125,17,6,0.030764952301979065
126,18,0,0.026156675070524216
127,18,1,0.025178581476211548
128,18,2,0.026768280193209648
129,18,3,0.027216384187340736
130,18,4,0.032761745154857635
131,18,5,0.030094701796770096
132,18,6,0.03359301760792732
133,19,0,0.026159560307860374
134,19,1,0.025601578876376152
135,19,2,0.02656296268105507
136,19,3,0.02619943767786026
137,19,4,0.03299121931195259
138,19,5,0.030234424397349358
139,19,6,0.035044603049755096
140,20,0,0.026164518669247627
141,20,1,0.026042601093649864
142,20,2,0.026727186515927315
143,20,3,0.026765046641230583
144,20,4,0.034141186624765396
145,20,5,0.031424883753061295
146,20,6,0.052138619124889374
147,21,0,0.026169586926698685
148,21,1,0.025792263448238373
149,21,2,0.027635961771011353
150,21,3,0.027282722294330597
151,21,4,0.034199684858322144
152,21,5,0.03142941743135452
153,21,6,0.053994320333004
154,22,0,0.026167484000325203
155,22,1,0.02573384717106819
156,22,2,0.026623403653502464
157,22,3,0.027263978496193886
158,22,4,0.03230608254671097
159,22,5,0.031460974365472794
160,22,6,0.06414871662855148
161,23,0,0.02616671286523342
162,23,1,0.026087166741490364
163,23,2,0.027037013322114944
164,23,3,0.026945045217871666
165,23,4,0.028543679043650627
166,23,5,0.029594969004392624
167,23,6,0.06995751708745956
168,24,0,0.02618015930056572
169,24,1,0.02660595439374447
170,24,2,0.027213986963033676
171,24,3,0.02734292298555374
172,24,4,0.027939146384596825
173,24,5,0.029116498306393623
174,24,6,0.07976631075143814
175,25,0,0.026183074340224266
176,25,1,0.026777273043990135
177,25,2,0.02654118463397026
178,25,3,0.03913833573460579
179,25,4,0.03179633244872093
180,25,5,0.036208972334861755
181,25,6,0.23839432001113892
182,26,0,0.02616938017308712
183,26,1,0.026941265910863876
184,26,2,0.02648206241428852
185,26,3,0.05209372192621231
186,26,4,0.03271070495247841
187,26,5,0.04064971208572388
188,26,6,0.36808687448501587
189,27,0,0.026170633733272552
190,27,1,0.026828132569789886
191,27,2,0.026035236194729805
192,27,3,0.05220707505941391
193,27,4,0.03279231861233711
194,27,5,0.042134832590818405
195,27,6,0.5505807995796204
196,28,0,0.026170488446950912
197,28,1,0.026995478197932243
198,28,2,0.0262658279389143
199,28,3,0.04339082911610603
200,28,4,0.03325296565890312
201,28,5,0.043212391436100006
202,28,6,0.5133623480796814
203,29,0,0.02617521770298481
204,29,1,0.026882506906986237
205,29,2,0.026085374876856804
206,29,3,0.04680991545319557
207,29,4,0.03406219929456711
208,29,5,0.04610577970743179
209,29,6,0.5987246036529541
210,30,0,0.026178402826189995
211,30,1,0.02636377140879631
212,30,2,0.025866178795695305
213,30,3,0.0431051142513752
214,30,4,0.03339466080069542
215,30,5,0.04452129453420639
216,30,6,0.5646905303001404
217,31,0,0.02617998793721199
218,31,1,0.026137515902519226
219,31,2,0.02577079087495804
220,31,3,0.04338281601667404
221,31,4,0.03367791324853897
222,31,5,0.04639032110571861
223,31,6,0.7128329277038574
224,32,0,0.026184093207120895
225,32,1,0.026129363104701042
226,32,2,0.026227625086903572
227,32,3,0.04672204703092575
228,32,4,0.03440920636057854
229,32,5,0.04777903854846954
230,32,6,0.807550847530365
231,33,0,0.026191644370555878
232,33,1,0.026181723922491074
233,33,2,0.02611912414431572
234,33,3,0.04561271890997887
235,33,4,0.03495410084724426
236,33,5,0.046824727207422256
237,33,6,0.7982738614082336
238,34,0,0.026203110814094543
239,34,1,0.025966990739107132
240,34,2,0.02583722583949566
241,34,3,0.04252736642956734
242,34,4,0.034433990716934204
243,34,5,0.045089058578014374
244,34,6,0.7928355932235718
245,35,0,0.02620277740061283
246,35,1,0.02593960240483284
247,35,2,0.02617969550192356
248,35,3,0.03138643875718117
249,35,4,0.03061097487807274
250,35,5,0.03625010699033737
251,35,6,0.6554467678070068
252,36,0,0.026209358125925064
253,36,1,0.026003357023000717
254,36,2,0.026291649788618088
255,36,3,0.028225969523191452
256,36,4,0.02888103947043419
257,36,5,0.032674338668584824
258,36,6,0.6071112155914307
259,37,0,0.026209499686956406
260,37,1,0.026158640161156654
261,37,2,0.02631942369043827
262,37,3,0.02769584022462368
263,37,4,0.028046004474163055
264,37,5,0.030616145581007004
265,37,6,0.4155268669128418
266,38,0,0.026210708543658257
267,38,1,0.025798749178647995
268,38,2,0.026206299662590027
269,38,3,0.02800009958446026
270,38,4,0.02849133312702179
271,38,5,0.03175589069724083
272,38,6,0.6089910268783569
273,39,0,0.02620934695005417
274,39,1,0.025839857757091522
275,39,2,0.026102501899003983
276,39,3,0.027203133329749107
277,39,4,0.027842409908771515
278,39,5,0.030617021024227142
279,39,6,0.5374636650085449
280,40,0,0.02620644122362137
281,40,1,0.02585289068520069
282,40,2,0.026174187660217285
283,40,3,0.02706259675323963
284,40,4,0.027452580630779266
285,40,5,0.02975885197520256
286,40,6,0.45574527978897095
287,41,0,0.026196567341685295
288,41,1,0.026082731783390045
289,41,2,0.026096461340785027
290,41,3,0.026805635541677475
291,41,4,0.02733594737946987
292,41,5,0.028979992493987083
293,41,6,0.2616111934185028
294,42,0,0.02618676796555519
295,42,1,0.02620602399110794
296,42,2,0.026150833815336227
297,42,3,0.02607952430844307
298,42,4,0.027001330628991127
299,42,5,0.02761896327137947
300,42,6,0.14974327385425568
301,43,0,0.026184363290667534
302,43,1,0.026303915306925774
303,43,2,0.02614809013903141
304,43,3,0.026218894869089127
305,43,4,0.02706506848335266
306,43,5,0.02765914984047413
307,43,6,0.14997214078903198
308,44,0,0.026172881945967674
309,44,1,0.026285475119948387
310,44,2,0.026118848472833633
311,44,3,0.026131389662623405
312,44,4,0.026958301663398743
313,44,5,0.027562132105231285
314,44,6,0.11482594162225723
315,45,0,0.02617032080888748
316,45,1,0.026305189356207848
317,45,2,0.02611527405679226
318,45,3,0.025924697518348694
319,45,4,0.026879683136940002
320,45,5,0.02738608978688717
321,45,6,0.10729899257421494
322,46,0,0.026172000914812088
323,46,1,0.02622692659497261
324,46,2,0.02614414505660534
325,46,3,0.02610149420797825
326,46,4,0.02680247463285923
327,46,5,0.027281032875180244
328,46,6,0.09054533392190933
329,47,0,0.026172544807195663
330,47,1,0.026200369000434875
331,47,2,0.026140838861465454
332,47,3,0.026209697127342224
333,47,4,0.026763956993818283
334,47,5,0.027322690933942795
335,47,6,0.0973798930644989
