,layer,pos,prob
94,13,3,0.9811790585517883
95,13,4,0.02733331173658371
96,13,5,0.02749284729361534
97,13,6,0.027189139276742935
98,14,0,0.026403237134218216
99,14,1,0.02816455066204071
100,14,2,0.028496701270341873
101,14,3,0.980701744556427
102,14,4,0.027290023863315582
103,14,5,0.02717408910393715
104,14,6,0.024667486548423767
105,15,0,0.026361927390098572
106,15,1,0.028425443917512894
107,15,2,0.027103351429104805
108,15,3,0.951255738735199
109,15,4,0.028540756553411484
110,15,5,0.02712610363960266
111,15,6,0.023656319826841354
112,16,0,0.0263375137001276
113,16,1,0.029186267405748367
114,16,2,0.026223428547382355
115,16,3,0.9088425636291504
116,16,4,0.02870861440896988
117,16,5,0.027381910011172295
118,16,6,0.021772652864456177
119,17,0,0.02629873715341091
120,17,1,0.029229313135147095
121,17,2,0.026621246710419655
122,17,3,0.9491840600967407
123,17,4,0.028422880917787552
124,17,5,0.027216581627726555
125,17,6,0.020021794363856316
126,18,0,0.026308873668313026
127,18,1,0.031000060960650444
128,18,2,0.027261510491371155
129,18,3,0.9348376989364624
130,18,4,0.027633061632514
131,18,5,0.026644714176654816
132,18,6,0.02051651105284691
133,19,0,0.026277536526322365
134,19,1,0.030795086175203323
135,19,2,0.02585914544761181
136,19,3,0.8451443910598755
137,19,4,0.027978813275694847
138,19,5,0.026496009901165962
139,19,6,0.018688378855586052
140,20,0,0.02628888376057148
141,20,1,0.027527766302227974
142,20,2,0.024183770641684532
143,20,3,0.7897288203239441
144,20,4,0.028616253286600113
145,20,5,0.02605520188808441
146,20,6,0.018433179706335068
147,21,0,0.026272673159837723
148,21,1,0.02975078485906124
149,21,2,0.024681132286787033
150,21,3,0.5328173041343689
151,21,4,0.026722019538283348
152,21,5,0.02533731423318386
153,21,6,0.01945941336452961
154,22,0,0.02625013142824173
155,22,1,0.028158463537693024
156,22,2,0.023457316681742668
157,22,3,0.2736767828464508
158,22,4,0.026222310960292816
159,22,5,0.025754466652870178
160,22,6,0.018262747675180435
161,23,0,0.026227783411741257
162,23,1,0.026753947138786316
163,23,2,0.025326769798994064
164,23,3,0.10214296728372574
165,23,4,0.023863736540079117
166,23,5,0.02560042403638363
167,23,6,0.019197983667254448
168,24,0,0.026208581402897835
169,24,1,0.028233125805854797
170,24,2,0.034260042011737823
171,24,3,0.05991276726126671
172,24,4,0.02539246343076229
173,24,5,0.02567962184548378
174,24,6,0.020421598106622696
175,25,0,0.026191042736172676
176,25,1,0.027458177879452705
177,25,2,0.034399379044771194
178,25,3,0.0480029471218586
179,25,4,0.024145225062966347
180,25,5,0.025023968890309334
181,25,6,0.020070435479283333
182,26,0,0.02618737891316414
183,26,1,0.02808230184018612
184,26,2,0.03175972402095795
185,26,3,0.040163274854421616
186,26,4,0.02415555715560913
187,26,5,0.024528902024030685
188,26,6,0.02279922179877758
189,27,0,0.026193642988801003
190,27,1,0.029404135420918465
191,27,2,0.028306063264608383
192,27,3,0.0408683605492115
193,27,4,0.024493107572197914
194,27,5,0.025080300867557526
195,27,6,0.026768894866108894
196,28,0,0.02617189660668373
197,28,1,0.029354117810726166
198,28,2,0.02755151316523552
199,28,3,0.03637470304965973
200,28,4,0.0257412139326334
201,28,5,0.02546684630215168
202,28,6,0.028499793261289597
203,29,0,0.026178129017353058
204,29,1,0.02898377552628517
205,29,2,0.028930187225341797
206,29,3,0.039167311042547226
207,29,4,0.025710321962833405
208,29,5,0.02490968629717827
209,29,6,0.03158850222826004
210,30,0,0.026171715930104256
211,30,1,0.029543306678533554
212,30,2,0.030657488852739334
213,30,3,0.028632966801524162
214,30,4,0.025986323133111
215,30,5,0.0248698890209198
216,30,6,0.0386769138276577
217,31,0,0.02614923194050789
218,31,1,0.028791099786758423
219,31,2,0.030255772173404694
220,31,3,0.02745997905731201
221,31,4,0.026288043707609177
222,31,5,0.026114095002412796
223,31,6,0.04662236571311951
224,32,0,0.026139840483665466
225,32,1,0.029057512059807777
226,32,2,0.030617117881774902
227,32,3,0.026862679049372673
228,32,4,0.02635175734758377
229,32,5,0.02631528116762638
230,32,6,0.05223417654633522
231,33,0,0.02613380365073681
232,33,1,0.029888495802879333
233,33,2,0.030705491080880165
234,33,3,0.026739299297332764
235,33,4,0.02669580653309822
236,33,5,0.026387372985482216
237,33,6,0.06290066987276077
238,34,0,0.026125673204660416
239,34,1,0.029366590082645416
240,34,2,0.028265392407774925
241,34,3,0.027221554890275
242,34,4,0.026420993730425835
243,34,5,0.02636326290667057
244,34,6,0.07871023565530777
245,35,0,0.02611401118338108
246,35,1,0.028917983174324036
247,35,2,0.02798975631594658
248,35,3,0.02666865475475788
249,35,4,0.026242153719067574
250,35,5,0.02608761005103588
251,35,6,0.08086252212524414
252,36,0,0.026104385033249855
253,36,1,0.028644774109125137
254,36,2,0.02832130342721939
255,36,3,0.0269305557012558
256,36,4,0.025838568806648254
257,36,5,0.026307187974452972
258,36,6,0.0818599984049797
259,37,0,0.02610628306865692
260,37,1,0.028048200532794
261,37,2,0.027040928602218628
262,37,3,0.025902513414621353
263,37,4,0.025638602674007416
264,37,5,0.025728046894073486
265,37,6,0.08628640323877335
266,38,0,0.026134857907891273
267,38,1,0.02734311856329441
268,38,2,0.027226146310567856
269,38,3,0.025992026552557945
270,38,4,0.025920167565345764
271,38,5,0.026100218296051025
272,38,6,0.06540516763925552
273,39,0,0.026170169934630394
274,39,1,0.027011973783373833
275,39,2,0.02695932798087597
276,39,3,0.026231400668621063
277,39,4,0.025944985449314117
278,39,5,0.026512134820222855
279,39,6,0.038159288465976715
280,40,0,0.02616160549223423
281,40,1,0.027435798197984695
282,40,2,0.025990217924118042
283,40,3,0.026309747248888016
284,40,4,0.025947261601686478
285,40,5,0.026100749149918556
286,40,6,0.01171150617301464
287,41,0,0.026182107627391815
288,41,1,0.027317533269524574
289,41,2,0.025965292006731033
290,41,3,0.026789391413331032
291,41,4,0.02610834501683712
292,41,5,0.02619645744562149
293,41,6,0.008242764510214329
294,42,0,0.026077335700392723
295,42,1,0.02722705900669098
296,42,2,0.02594778686761856
297,42,3,0.026629891246557236
298,42,4,0.026023777201771736
299,42,5,0.026074975728988647
300,42,6,0.003929830156266689
301,43,0,0.02608603984117508
302,43,1,0.02701355703175068
303,43,2,0.025883009657263756
304,43,3,0.02681831456720829
305,43,4,0.026143163442611694
306,43,5,0.02622918412089348
307,43,6,0.0014699066523462534
308,44,0,0.026090605184435844
309,44,1,0.026851525530219078
310,44,2,0.02582194283604622
311,44,3,0.02670062519609928
312,44,4,0.026049666106700897
313,44,5,0.026073487475514412
314,44,6,0.0011206844355911016
315,45,0,0.026107128709554672
316,45,1,0.026556342840194702
317,45,2,0.025716835632920265
318,45,3,0.02675243839621544
319,45,4,0.02616436965763569
320,45,5,0.026220126077532768
321,45,6,0.0011911960318684578
322,46,0,0.026120740920305252
323,46,1,0.026243070140480995
324,46,2,0.02580318972468376
325,46,3,0.02661518193781376
326,46,4,0.0262443870306015
327,46,5,0.026203421875834465
328,46,6,0.0013266567839309573
329,47,0,0.0261194109916687
330,47,1,0.025886518880724907
331,47,2,0.02591150812804699
332,47,3,0.026439109817147255
333,47,4,0.026282990351319313
334,47,5,0.026334460824728012
335,47,6,0.0012317891232669353
